Logging to output/continuous/PPO/train/11-06-2024-00-08-51/
-----------------------------------------
| rollout/                |             |
| time/                   |           |
|    fps                  | 296       |
|    iterations           | 20        |
|    time_elapsed         | 17        |
|    total_timesteps      | 5120      |
| train/                  |           |
|    approx_kl            | 0.0122226 |
|    clip_fraction        | 0.0833    |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.84     |
|    explained_variance   | -4.41e-06 |
|    learning_rate        | 0.0001    |
|    loss                 | 30.2      |
|    n_updates            | 179       |
|    policy_gradient_loss | -0.0146   |
|    std                  | 1         |
|    value_loss           | 70.9      |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 18.3       |
|    ep_rew_mean          | -18.3      |
| time/                   |            |
|    fps                  | 286        |
|    iterations           | 24         |
|    time_elapsed         | 21         |
|    total_timesteps      | 6144       |
| train/                  |            |
|    approx_kl            | 0.00607106 |
|    clip_fraction        | 0.0273     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.84      |
|    explained_variance   | 6.85e-06   |
|    learning_rate        | 0.0001     |
|    loss                 | 32.9       |
|    n_updates            | 219        |
|    policy_gradient_loss | -0.0042    |
|    std                  | 1          |
|    value_loss           | 67.4       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.1         |
|    ep_rew_mean          | -18.1        |
| time/                   |              |
|    fps                  | 289          |
|    iterations           | 28           |
|    time_elapsed         | 24           |
|    total_timesteps      | 7168         |
| train/                  |              |
|    approx_kl            | 0.0055514453 |
|    clip_fraction        | 0.0223       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | -7.15e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 32.5         |
|    n_updates            | 253          |
|    policy_gradient_loss | -0.00434     |
|    std                  | 1            |
|    value_loss           | 67.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.5        |
|    ep_rew_mean          | -17.5       |
| time/                   |             |
|    fps                  | 283         |
|    iterations           | 32          |
|    time_elapsed         | 28          |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.005974672 |
|    clip_fraction        | 0.0465      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | 3.22e-06    |
|    learning_rate        | 0.0001      |
|    loss                 | 31.4        |
|    n_updates            | 293         |
|    policy_gradient_loss | -0.00607    |
|    std                  | 1           |
|    value_loss           | 71          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.5         |
|    ep_rew_mean          | -17.5        |
| time/                   |              |
|    fps                  | 286          |
|    iterations           | 36           |
|    time_elapsed         | 32           |
|    total_timesteps      | 9216         |
| train/                  |              |
|    approx_kl            | 0.0036626407 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 30.3         |
|    n_updates            | 327          |
|    policy_gradient_loss | -0.00292     |
|    std                  | 0.994        |
|    value_loss           | 72           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.7        |
|    ep_rew_mean          | -17.7       |
| time/                   |             |
|    fps                  | 290         |
|    iterations           | 40          |
|    time_elapsed         | 35          |
|    total_timesteps      | 10240       |
| train/                  |             |
|    approx_kl            | 0.009831526 |
|    clip_fraction        | 0.0598      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.82       |
|    explained_variance   | 7.15e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 35.6        |
|    n_updates            | 353         |
|    policy_gradient_loss | -0.00867    |
|    std                  | 0.99        |
|    value_loss           | 73.2        |
-----------------------------------------
