Logging to output/continuous/PPO/train/10-06-2024-21-33-54/
------------------------------------------
| rollout/                |              |
|    fps                  | 342        |
|    iterations           | 20         |
|    time_elapsed         | 14         |
|    total_timesteps      | 5120       |
| train/                  |            |
|    approx_kl            | 0.01308319 |
|    clip_fraction        | 0.0859     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.82      |
|    explained_variance   | -2.74e-06  |
|    learning_rate        | 0.0001     |
|    loss                 | 32.1       |
|    n_updates            | 190        |
|    policy_gradient_loss | -0.0142    |
|    std                  | 0.99       |
|    value_loss           | 69.1       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.3         |
|    ep_rew_mean          | -18.3        |
| time/                   |              |
|    fps                  | 331          |
|    iterations           | 24           |
|    time_elapsed         | 18           |
|    total_timesteps      | 6144         |
| train/                  |              |
|    approx_kl            | 0.0046892455 |
|    clip_fraction        | 0.0184       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.81        |
|    explained_variance   | 5.36e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 28.4         |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.00505     |
|    std                  | 0.988        |
|    value_loss           | 67.4         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 18.1        |
|    ep_rew_mean          | -18.1       |
| time/                   |             |
|    fps                  | 323         |
|    iterations           | 28          |
|    time_elapsed         | 22          |
|    total_timesteps      | 7168        |
| train/                  |             |
|    approx_kl            | 0.008469775 |
|    clip_fraction        | 0.084       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.81       |
|    explained_variance   | -2.38e-06   |
|    learning_rate        | 0.0001      |
|    loss                 | 31.4        |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.0135     |
|    std                  | 0.986       |
|    value_loss           | 68.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.5        |
|    ep_rew_mean          | -17.5       |
| time/                   |             |
|    fps                  | 314         |
|    iterations           | 32          |
|    time_elapsed         | 26          |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.009480455 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.81       |
|    explained_variance   | -1.07e-06   |
|    learning_rate        | 0.0001      |
|    loss                 | 22.5        |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0142     |
|    std                  | 0.987       |
|    value_loss           | 71.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.5        |
|    ep_rew_mean          | -17.5       |
| time/                   |             |
|    fps                  | 309         |
|    iterations           | 36          |
|    time_elapsed         | 29          |
|    total_timesteps      | 9216        |
| train/                  |             |
|    approx_kl            | 0.008014754 |
|    clip_fraction        | 0.0836      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.81       |
|    explained_variance   | -3.58e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 35.4        |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.0113     |
|    std                  | 0.988       |
|    value_loss           | 72.7        |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 17.7      |
|    ep_rew_mean          | -17.7     |
| time/                   |           |
|    fps                  | 303       |
|    iterations           | 40        |
|    time_elapsed         | 33        |
|    total_timesteps      | 10240     |
| train/                  |           |
|    approx_kl            | 0.0039254 |
|    clip_fraction        | 0.00313   |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.81     |
|    explained_variance   | 0         |
|    learning_rate        | 0.0001    |
|    loss                 | 28.4      |
|    n_updates            | 390       |
|    policy_gradient_loss | -0.00446  |
|    std                  | 0.988     |
|    value_loss           | 70.8      |
---------------------------------------
